Image_name,center_x,center_y,len_a,len_b,angle_in_radian
021402.jpg,95,117,198,248,0.8839417816331053
021403.jpg,112,114,203,237,1.0252290687855068
021404.jpg,125,107,163,220,2.076285606980657
021608.jpg,111,115,161,197,1.109821784229811
021635.jpg,114,104,171,218,0.9307770646696203
021680.jpg,121,121,161,186,2.17930520006041
021734.jpg,122,123,199,240,0.875924668066558
021761.jpg,115,108,184,202,2.328050203792387
021832.jpg,118,104,185,255,1.1400117778211127
021864.jpg,104,111,248,266,0.38620423101126616
021921.jpg,102,113,213,230,0.47679907905185004
021961.jpg,108,119,224,238,2.767420384646423
022000.jpg,105,104,185,195,2.3042191730939225
022079.jpg,201,65,67,142,2.963138223685218
022155.jpg,111,99,208,243,1.30586080049607
022176.jpg,116,119,202,239,2.0988050308422577
022216.jpg,114,110,185,205,1.2392764469219086
022240.jpg,102,107,169,231,0.7523123815948488
022262.jpg,110,107,181,212,1.5096406939448075
022298.jpg,117,113,205,215,0.653381473157667
022326.jpg,121,113,153,201,1.875899646025116
022357.jpg,116,113,148,158,2.759181629498154
022379.jpg,121,114,118,188,1.411777912841829
001940.jpg,115,116,213,230,3.0164485834380974
001942.jpg,106,115,191,225,1.5966060861832905
001945.jpg,105,126,204,230,2.9775144998816847
001946.jpg,66,102,77,213,0.34339055424736614
001947.jpg,102,119,117,203,1.1876362886466727
001948.jpg,116,129,196,215,2.650251416695079
001949.jpg,117,122,177,245,2.311980956090958
001950.jpg,113,105,161,205,1.765204955841809
001951.jpg,109,106,240,252,2.5931748145286098
001952.jpg,116,108,149,162,2.5476219767150226
001953.jpg,182,33,87,134,2.1124121861159084
001954.jpg,81,112,206,209,1.4727629702240985
001956.jpg,106,116,220,242,0.08979675691853597
001959.jpg,114,121,199,226,0.41288720763158343
001960.jpg,106,113,201,247,0.6056407819295524
001962.jpg,107,108,149,219,2.189492057546072
001964.jpg,110,117,208,262,3.08240176783391
001966.jpg,130,91,122,156,0.9751015860094359
001967.jpg,109,115,189,225,1.8437522290326058
001969.jpg,120,127,219,236,1.3614317845402628
001970.jpg,117,121,216,240,2.0279501653020997
001971.jpg,113,110,192,238,1.4664303726260537
001972.jpg,113,122,209,231,0.05577467425569195
001973.jpg,120,106,167,211,1.1656059543192647
001974.jpg,110,113,185,198,1.3315006502069167
001975.jpg,144,98,109,197,0.8582668447748966
001978.jpg,111,108,165,189,2.1269983194062725
001979.jpg,130,98,119,157,0.4564932746883229
033245.jpg,113,119,185,202,0.447528908011548
033246.jpg,117,112,169,193,2.193055367084598
033247.jpg,122,111,179,231,0.9705175534041097
033248.jpg,113,117,216,238,0.5539651370327912
033250.jpg,120,114,199,212,0.7738879811661259
033253.jpg,112,111,210,219,0.8726621625731564
033254.jpg,99,154,115,182,1.662316523445742
033255.jpg,111,111,145,172,1.7055734500835722
033256.jpg,118,106,175,241,1.1162961951559027
033257.jpg,110,103,156,230,1.3151577627034818
033258.jpg,126,113,184,217,0.6078864925187617
033259.jpg,116,113,211,255,0.5985274120789235
033261.jpg,109,107,151,175,2.397261765781912
033262.jpg,108,98,159,166,1.4104685696918917
033263.jpg,111,111,207,211,2.5823104488616315
033265.jpg,119,110,201,251,1.020140167416529
033267.jpg,91,106,209,245,2.1152007820933303
033268.jpg,119,103,161,221,1.4700147211371914
033270.jpg,101,103,99,219,0.884850385618013
033271.jpg,123,123,221,242,1.0829201953735117
001197.jpg,112,114,153,180,2.24615294026638
001198.jpg,114,114,177,219,2.1022028249190354
001199.jpg,109,120,188,215,3.136102547002595
001200.jpg,129,118,209,244,0.9281423994032049
001201.jpg,86,100,195,208,1.1379779216966193
001202.jpg,115,121,207,240,0.18678003739389398
001203.jpg,114,120,157,168,0.9494388996922415
001204.jpg,104,123,206,235,3.078279194466467
001205.jpg,114,107,169,189,0.7940099608354103
001206.jpg,116,112,191,212,2.490227393114398
001208.jpg,107,105,187,193,2.6710736079939723
001210.jpg,105,103,187,203,1.2480481006043027
001211.jpg,120,117,209,232,2.7030685590140755
001212.jpg,112,113,194,219,1.448507697963984
001213.jpg,104,109,186,238,2.9227852079000107
001214.jpg,112,111,167,192,1.865017969811052
001216.jpg,114,106,164,228,1.3322085184246597
001219.jpg,115,115,199,228,2.895423624544428
001221.jpg,100,105,132,234,0.8738695066533438
001223.jpg,112,114,207,211,1.6097884672630736
001224.jpg,117,108,192,237,1.5274778811358858
001225.jpg,109,105,188,233,0.9178160588554498
030956.jpg,121,67,125,199,1.2870916400815184
030957.jpg,107,104,175,195,2.0126487069429406
030958.jpg,133,107,178,183,0.6001864948590155
030959.jpg,108,118,202,228,0.5806731806568688
030961.jpg,117,110,164,210,1.6794899177351181
030962.jpg,115,108,155,228,1.006825493809596
030963.jpg,122,106,182,217,1.4682113616050443
030964.jpg,127,114,170,210,1.439779320649304
030965.jpg,79,125,113,138,0.5822299314720746
030966.jpg,121,116,158,196,2.015146752045435
030967.jpg,108,113,195,199,1.6598557625985089
030968.jpg,114,112,230,234,1.0892909427541722
030969.jpg,137,111,174,203,1.8458219046737612
030970.jpg,118,121,216,231,2.832720295626839
030972.jpg,109,126,210,241,2.743857534269729
030973.jpg,112,108,223,258,1.3043427986747247
030974.jpg,98,106,177,209,2.338246914974083
030977.jpg,111,120,180,208,1.7735200105553088
030979.jpg,103,106,168,192,0.37756467011894007
030981.jpg,110,114,211,223,0.5959572618899153
030983.jpg,129,114,185,223,2.0226673858057644
030985.jpg,114,119,233,245,2.961044180120089
030986.jpg,116,113,202,251,1.1271942498106704
030987.jpg,128,108,176,190,1.331093586034298
027837.jpg,120,117,192,212,2.6665398425542217
027838.jpg,140,127,66,277,3.112046212875909
027841.jpg,116,99,200,236,1.2919451180101333
027843.jpg,113,111,160,179,1.9541696841464358
027844.jpg,116,110,136,173,1.1739239385099638
027845.jpg,112,103,169,285,2.261282624735229
027846.jpg,111,117,215,231,2.765903980721732
027847.jpg,118,107,170,219,0.9744084983357428
027848.jpg,118,107,172,197,2.0716088297903683
027849.jpg,109,124,204,231,0.1922262850468901
027851.jpg,102,143,196,230,1.5788823496546498
027853.jpg,102,109,180,235,0.6333911868042871
027854.jpg,80,194,83,193,1.6046224673805378
027855.jpg,117,111,169,233,1.3262792565737074
027856.jpg,126,107,168,237,1.0523043623239066
027857.jpg,96,129,199,218,2.67437885722287
027859.jpg,108,116,183,224,0.7730297109258206
015254.jpg,107,110,210,244,3.0150922354949206
015255.jpg,106,102,174,210,0.8077629907577701
015256.jpg,114,119,207,235,0.5646446793201179
015257.jpg,98,99,171,233,2.256994935380201
015258.jpg,101,114,202,243,1.8782572093801086
015260.jpg,108,108,155,189,1.403590956176762
015262.jpg,17,77,62,163,0.08734483443717046
015264.jpg,14,144,48,165,3.1346908053087437
015266.jpg,96,111,176,222,1.9193170281186231
015267.jpg,113,130,218,245,2.5505836781632993
015270.jpg,116,114,179,199,0.5871554479081761
015271.jpg,108,131,214,239,2.151147331538893
015272.jpg,123,94,186,234,0.3196459431262742
015273.jpg,105,114,169,182,0.044922617386376915
015274.jpg,108,109,188,230,1.3235324722253996
015275.jpg,98,100,203,210,1.6679184827987237
015276.jpg,120,110,199,246,2.611999901326053
015277.jpg,112,113,168,260,2.2531045896598134
015278.jpg,113,109,160,203,1.6445084978686004
015279.jpg,104,114,165,190,1.0796294603725554
015280.jpg,126,114,219,226,0.8375097677646556
015282.jpg,127,112,185,223,1.3140457597903192
015283.jpg,101,116,177,213,1.7849063557959426
020556.jpg,114,118,195,236,2.5772302027661964
020557.jpg,112,110,186,228,1.61092363967772
020558.jpg,99,87,214,238,1.3567061383439716
020559.jpg,115,114,103,176,1.4740158543589266
020561.jpg,105,122,153,174,1.5723578713000645
020563.jpg,92,105,123,144,0.3903387553141005
020564.jpg,113,126,207,238,0.6788396952821706
020565.jpg,105,114,175,230,1.6856400887984926
020566.jpg,17,110,57,156,0.002443255504478124
020568.jpg,112,107,197,200,2.281592423840391
020570.jpg,104,105,195,208,2.874059746279812
020571.jpg,112,117,209,224,2.4249852727296366
020573.jpg,110,115,186,189,0.6566985734534153
020576.jpg,106,106,175,220,2.23440041037586
020577.jpg,112,114,169,205,0.8986700611466522
020578.jpg,111,118,211,215,0.14157896987079244
020579.jpg,108,122,209,225,0.34233221403016867
020580.jpg,106,122,204,223,0.24846315923214368
020581.jpg,188,99,47,172,2.9706051947495826
020582.jpg,111,114,196,224,1.0172086928466242
020583.jpg,105,114,213,220,0.08552230846755314
020584.jpg,116,104,204,215,1.567983096577391
020585.jpg,127,103,129,201,1.131531340803919
011460.jpg,106,110,189,205,1.8421371549895273
011461.jpg,106,124,179,203,1.3367200464693085
011462.jpg,97,125,151,171,1.3913583914997556
011463.jpg,128,114,166,186,1.3794205055973665
011464.jpg,111,108,167,169,2.975616731288894
011465.jpg,94,97,181,243,1.107208890305307
011466.jpg,116,118,195,237,0.5487416461602233
011467.jpg,110,116,203,208,0.6355439530714526
011468.jpg,115,116,206,245,0.10935225725682535
011470.jpg,94,126,167,202,0.8455053097263732
011473.jpg,114,93,174,203,0.08457218413677534
011474.jpg,42,74,47,198,0.002092353992275623
011476.jpg,107,111,128,159,1.9362945469098238
011478.jpg,102,114,135,203,1.901902884066704
011479.jpg,123,98,186,211,0.2907058376135738
011480.jpg,113,113,208,223,2.098527396298617
011481.jpg,116,112,165,201,1.6811111170487039
011484.jpg,110,100,183,205,0.6295102953057691
011486.jpg,115,107,200,238,1.7903795513102188
011488.jpg,87,121,128,201,0.9067034199958489
011490.jpg,117,112,116,164,1.4812555246242523
011491.jpg,127,123,211,216,1.9770543605515412
011492.jpg,107,131,171,213,0.3445041550571828
011494.jpg,70,54,86,118,1.022629956719644
008684.jpg,111,116,196,232,1.0904108019925505
008686.jpg,104,102,189,201,2.005149112155223
008688.jpg,115,68,176,211,1.9587001206348242
008690.jpg,116,101,175,198,2.1376713369489284
008692.jpg,141,109,135,174,2.798357794397656
008693.jpg,108,111,214,232,0.06765962567022663
008694.jpg,103,113,195,214,0.17142767936840056
008695.jpg,113,107,190,246,0.47651741647706053
008696.jpg,84,117,169,219,1.3877712466694734
008698.jpg,104,114,204,247,2.4807814270439956
008700.jpg,108,116,195,240,1.5552350770714
008701.jpg,115,108,195,241,1.0341693005649029
008703.jpg,113,103,218,231,1.2546579332718248
008704.jpg,115,121,190,237,2.3929415858615855
008705.jpg,119,70,75,164,1.5309740790149415
008706.jpg,119,109,213,249,1.1503388507381676
008708.jpg,111,121,195,223,0.375923829992315
008710.jpg,115,115,177,187,2.040517622486184
008711.jpg,104,116,159,231,1.0541002650050013
008712.jpg,114,116,163,218,1.1688568750619244
000703.jpg,110,109,159,186,2.7124751103003444
000704.jpg,105,111,156,181,1.8873560324024188
000705.jpg,95,98,191,216,0.5418100370539923
000706.jpg,115,111,184,203,1.5193363313674044
000707.jpg,105,106,148,160,2.8204383293116115
000708.jpg,18,63,65,137,3.07364236469253
000709.jpg,127,111,156,246,0.9049707008116162
000710.jpg,212,95,41,184,0.039334206865441014
000712.jpg,144,96,165,169,1.6004662050253058
000714.jpg,107,113,143,161,1.0335666272102177
000715.jpg,114,113,190,219,0.9976829283663812
000716.jpg,120,107,195,199,1.910533656527433
000719.jpg,207,60,56,142,3.119254058366209
000724.jpg,106,101,196,233,2.055571806338129
000725.jpg,121,113,179,219,2.0052837349483266
000727.jpg,124,112,192,199,1.405921621604745
000728.jpg,114,113,205,231,1.610909391765888
000729.jpg,111,106,189,208,1.748087887409488
000730.jpg,123,119,212,231,2.095692860792391
000732.jpg,122,115,242,270,0.2948598695713931
000733.jpg,115,104,134,161,2.6248864052087284
000736.jpg,109,114,220,237,0.3118288329575919
000739.jpg,116,113,178,227,1.26250720111067
020778.jpg,124,101,173,201,2.7559746509134806
020779.jpg,106,114,188,236,1.9557087249403926
020781.jpg,121,133,215,242,1.2873839220111545
020783.jpg,110,87,119,216,0.977641575899099
020784.jpg,127,112,193,197,3.064017434196875
020785.jpg,121,98,186,213,0.9406687107484472
020786.jpg,125,106,187,191,1.7383710778562251
020787.jpg,110,107,198,201,2.674315473988926
020788.jpg,59,119,101,142,3.0536417585899263
020789.jpg,109,114,209,234,2.2607675693804077
020791.jpg,106,108,187,194,2.5782912061444843
020792.jpg,18,49,60,137,0.08078938019015634
020795.jpg,127,118,219,238,1.6479017645715248
020796.jpg,118,116,162,204,2.372726062659012
020797.jpg,106,107,177,220,2.136208995194366
020798.jpg,122,124,199,205,2.783912009696739
020801.jpg,102,114,210,220,1.054741687353547
020802.jpg,115,106,187,222,1.3980032447356123
020804.jpg,98,102,152,199,0.6139758769302551
020805.jpg,111,123,201,225,0.7002343330573766
020806.jpg,106,116,196,203,2.13373425275141
020807.jpg,117,110,183,216,2.15512782526218
020808.jpg,111,123,208,238,0.13003032160647515
020809.jpg,115,101,193,209,1.725380044900764
017412.jpg,113,107,192,231,1.9867848853844183
017413.jpg,111,102,195,219,2.661040414903208
017414.jpg,109,97,162,224,2.469061121402666
017415.jpg,122,108,191,214,1.0119343023077223
017416.jpg,113,104,165,185,2.2561914596793247
017417.jpg,112,106,190,211,0.3633142948630078
017418.jpg,105,114,207,235,2.713551027380736
017419.jpg,103,111,169,184,2.137230184314357
017420.jpg,108,125,199,229,3.1365307833058793
017422.jpg,131,109,173,216,2.016593913781784
017424.jpg,16,90,54,147,3.1015480318588167
017425.jpg,117,93,207,234,1.2155984148280687
017426.jpg,126,124,200,229,2.2813442172267955
017427.jpg,91,129,166,219,0.588479971076327
017428.jpg,170,10,39,169,1.6046004963015448
017429.jpg,115,115,159,207,1.8484356641256192
027178.jpg,103,112,169,175,0.6229736329891968
027179.jpg,115,113,213,261,0.8206607464960513
027180.jpg,117,114,163,193,0.21117795521989602
027182.jpg,116,117,215,224,2.596691785064168
027183.jpg,110,113,180,211,1.8363700796489606
027184.jpg,134,103,145,180,2.423984456791985
027185.jpg,108,115,201,239,0.06036637177153048
027186.jpg,117,121,179,222,2.291832810863964
027189.jpg,110,135,225,239,2.4932839030974816
027190.jpg,113,117,163,188,0.5806831009319293
027191.jpg,108,116,200,223,0.003053582586479456
027192.jpg,121,101,120,159,1.3565964161070605
027193.jpg,118,112,145,161,2.296512251215342
027194.jpg,104,107,165,183,1.4648941281512415
027195.jpg,105,111,185,218,2.239480656471295
027196.jpg,120,105,172,225,0.7544926450002695
027197.jpg,120,110,207,243,1.3301628112333155
027198.jpg,125,125,202,218,2.0642903299567763
027200.jpg,132,109,187,204,1.5442010680429838
027201.jpg,129,105,193,211,1.1895750699202503
027202.jpg,89,101,147,212,1.2079001482230312
027203.jpg,119,109,187,210,0.6074037279921576
027204.jpg,120,114,148,187,1.6995492465397584
027205.jpg,133,111,182,197,2.1221993031219495
027207.jpg,127,111,181,222,1.7085348852157403
027211.jpg,115,101,240,243,1.9274206278415706
027212.jpg,99,204,53,208,1.5722163242881269
020135.jpg,113,107,180,200,2.2779047446789584
020137.jpg,113,128,194,201,0.9495754532771354
020139.jpg,132,116,181,203,0.7364123112016671
020141.jpg,115,113,172,193,0.9307864523124627
020142.jpg,126,103,187,195,1.2452105024628233
020143.jpg,113,122,210,249,0.5543245972009245
020144.jpg,107,111,192,194,1.5543403881031879
020145.jpg,91,106,178,221,2.313812678288715
020147.jpg,134,113,149,227,1.161699496474282
020148.jpg,94,99,201,217,2.4602947940424524
020149.jpg,118,104,191,226,1.338419675876997
020150.jpg,48,25,71,141,1.358563160572084
020151.jpg,88,112,142,216,1.2051758675859348
020153.jpg,114,123,209,247,3.1140451815901224
020154.jpg,116,120,206,244,0.20844561852050197
020156.jpg,122,111,192,195,1.2247382505311661
020157.jpg,110,116,211,239,1.6244660801368818
020158.jpg,112,127,228,247,1.4985660717097675
020159.jpg,93,106,172,187,2.7885834605648467
020161.jpg,101,102,187,209,2.2348227877247466
020162.jpg,102,110,171,191,2.3056703295719063
020163.jpg,193,116,64,192,3.1414035691523976
020164.jpg,118,111,205,248,1.1740574960386314
020165.jpg,132,115,218,241,1.1825473872776948
020166.jpg,108,108,159,216,0.9540160080787335
020168.jpg,123,101,204,221,2.7481335057159604
020169.jpg,142,96,103,193,1.4201293197042089
003918.jpg,112,120,201,233,2.7653915885280007
003920.jpg,112,120,201,227,0.4285411020715011
003921.jpg,113,110,166,192,1.7655129504218767
003923.jpg,115,119,212,229,2.4336820915853994
003924.jpg,117,106,158,197,1.1560273628265767
003925.jpg,117,111,228,255,0.7092918105037633
003926.jpg,102,112,150,170,2.1545786814454053
003927.jpg,115,114,218,227,0.9887715918848126
003928.jpg,112,102,183,224,2.3688325211453156
003929.jpg,114,117,192,248,0.524046919030732
003930.jpg,124,103,154,175,1.3957431530765165
003931.jpg,101,99,164,192,2.084815578794126
003932.jpg,107,112,179,219,1.9964652096307471
003933.jpg,112,124,213,232,2.460072420091431
003934.jpg,110,124,220,223,3.069254007848298
003936.jpg,126,88,201,205,2.9853013165929667
003937.jpg,108,118,183,195,1.2949723332212264
003938.jpg,108,120,210,244,0.2193867997401722
003940.jpg,120,24,63,131,1.5208363568513916
003941.jpg,121,110,117,236,2.3349027835932703
003942.jpg,113,106,173,201,2.2726042551613737
003943.jpg,45,32,92,131,1.4152741107208853
003944.jpg,110,140,104,174,1.5441109200400847
003946.jpg,135,103,191,218,0.9632763518211571
003947.jpg,190,43,86,140,2.739491814294762
003948.jpg,120,115,191,251,0.39384250991274966
027256.jpg,113,106,176,222,1.4596869824298642
027258.jpg,111,106,207,216,1.1335616016609409
027259.jpg,201,40,70,119,2.960039103124693
027260.jpg,116,119,202,226,2.6900963013442993
027262.jpg,121,122,212,234,2.9062166174941924
027263.jpg,120,110,161,195,1.3792302227374802
027264.jpg,117,130,223,245,1.7990116553514925
027266.jpg,101,120,197,200,0.9235820689315805
027267.jpg,116,129,209,231,2.1771086247933127
027268.jpg,116,111,166,213,1.9791336235726205
027270.jpg,119,105,170,218,1.7465834677097023
027271.jpg,113,107,133,240,0.9594067121782446
027273.jpg,102,105,117,251,0.9182086753791548
027274.jpg,169,43,96,149,1.583282557565733
027275.jpg,112,117,150,178,2.110826273686766
027278.jpg,105,102,193,259,1.985449176939689
027280.jpg,92,102,171,239,2.15883228233848
027281.jpg,124,111,186,204,2.000361946937751
027282.jpg,105,124,192,225,0.13520404465617208
027283.jpg,129,95,163,206,1.2996424525087893
027285.jpg,113,116,155,222,2.579837171157275
027286.jpg,131,113,171,208,1.2789540850546723
035246.jpg,108,111,195,205,0.07468050476843491
035247.jpg,102,105,136,235,0.9524642506905716
035248.jpg,207,66,56,135,3.1268587148589297
035249.jpg,122,115,202,215,1.0713662707212848
035250.jpg,103,112,163,256,2.2183471416409715
035251.jpg,117,115,200,228,0.908396524658867
035252.jpg,116,107,205,215,2.9372983705765066
035253.jpg,106,138,94,143,2.1363280384950922
035255.jpg,109,129,195,238,0.43737344253723526
035256.jpg,118,112,158,188,0.8511113304000173
035257.jpg,107,125,207,232,0.20793044665238294
035259.jpg,113,99,221,235,0.6905022103278455
035260.jpg,117,118,152,172,1.8942494917260344
035261.jpg,105,110,216,227,0.6097026352241413
035262.jpg,112,131,206,214,2.266346092915797
035263.jpg,123,109,222,243,0.7730715225549348
035265.jpg,88,125,176,213,0.7469315977703982
035267.jpg,100,110,175,195,1.4449381299968962
035269.jpg,110,126,218,245,2.980695912119893
035270.jpg,112,114,202,216,2.9317723113145924
035271.jpg,115,114,165,208,1.975913196024442
035272.jpg,110,126,152,199,1.6437409748424396
035273.jpg,107,111,172,249,2.1648526242987134
035274.jpg,111,111,188,219,2.513393698804779
035276.jpg,94,113,235,251,3.1025467172675962
035277.jpg,105,123,194,203,0.812886180325783
035279.jpg,112,121,161,182,0.9589142271136617
035282.jpg,108,123,212,241,0.00575308802320852
035283.jpg,124,125,218,231,0.7999767066787055
035284.jpg,111,112,213,236,0.5450251049904768
035285.jpg,103,108,173,257,2.2902197341917025
035286.jpg,110,116,225,248,2.349884129989402
035287.jpg,117,109,183,229,0.46409922947207555
008867.jpg,113,120,214,249,0.7901206138004312
008868.jpg,107,116,209,223,0.4981915530086704
008869.jpg,105,113,204,236,3.059742794331189
008871.jpg,103,108,208,237,2.3780915333071944
008872.jpg,92,113,122,168,0.39351344307055675
008873.jpg,205,140,52,143,0.07170301576832067
008874.jpg,133,106,142,178,1.420923873815434
008875.jpg,119,111,190,206,1.4195345026747395
008877.jpg,116,123,206,228,0.2643964359151675
008878.jpg,108,106,186,214,2.8540692601893505
008879.jpg,121,97,180,202,1.3861136952070081
008881.jpg,16,44,59,138,0.09986071784226933
008882.jpg,111,86,211,242,1.9964356485426473
008885.jpg,120,116,164,217,1.5105763955938067
008887.jpg,86,113,149,179,0.6066459255039756
008888.jpg,127,108,179,195,1.3072254042386264
008889.jpg,110,118,197,218,1.2093820642116058
008890.jpg,111,116,181,192,1.0901561372133117
008891.jpg,130,113,220,248,0.3777673033883815
008892.jpg,122,102,228,244,1.3750754251208477
008894.jpg,155,197,73,166,1.504275489612734
008895.jpg,104,102,183,187,1.8160609463340711
005506.jpg,105,108,178,227,2.2362696831449864
005507.jpg,111,110,152,201,1.2626693876210557
005509.jpg,107,107,176,242,2.2920993932890807
005510.jpg,104,116,155,255,0.783949603501527
005511.jpg,115,114,205,232,0.5201093354905089
005512.jpg,112,110,183,222,1.2591586755140587
005513.jpg,106,110,162,180,1.3864704256350242
005514.jpg,116,105,133,213,0.8647736131082328
005515.jpg,102,108,116,152,1.6266394859024955
005516.jpg,108,102,149,155,2.681305472902057
005517.jpg,107,128,95,164,2.0930669839575726
005518.jpg,103,32,76,138,1.5826822810560293
005519.jpg,106,119,224,246,2.90544936078414
005521.jpg,112,121,225,245,0.40301550197141855
005522.jpg,113,112,208,220,0.4989716261814683
005523.jpg,106,122,217,248,2.6232799864391927
005524.jpg,111,112,166,205,1.9645737224189939
005526.jpg,110,108,171,191,3.0834755543854295
005527.jpg,111,110,181,233,0.8386897478646425
005528.jpg,115,116,176,230,2.123253914913621
005529.jpg,108,111,187,227,1.634709796111817
005530.jpg,115,104,181,248,1.053710378221414
030187.jpg,117,119,190,219,1.6635303922706002
030188.jpg,118,110,133,187,1.402043659583426
030189.jpg,97,98,154,234,2.3285082674998807
030191.jpg,116,108,207,213,1.3478338171723727
030195.jpg,102,134,165,224,0.8621896144815561
030196.jpg,115,103,156,190,1.0096086968858107
030197.jpg,108,112,197,218,2.1834272407956345
030198.jpg,117,110,185,186,1.8475951704855902
030199.jpg,123,104,205,217,0.5819311247977677
030200.jpg,114,103,172,197,2.0223359554081037
030201.jpg,111,112,188,196,0.09730494040076913
030202.jpg,109,128,198,216,0.34476471208033344
030204.jpg,112,108,154,236,1.9365856304169695
030207.jpg,116,117,182,220,2.127098321105205
021129.jpg,131,87,146,191,1.3285703740595025
021130.jpg,115,116,179,236,2.4988190171071025
021133.jpg,113,104,164,242,2.07502566546894
021134.jpg,93,109,208,237,1.842430102709436
021135.jpg,115,112,160,209,1.9405564036022778
021138.jpg,110,120,193,197,1.7636414139658234
021139.jpg,108,115,148,176,1.2882301414475272
021140.jpg,29,122,65,190,0.14555836504012973
021142.jpg,116,112,179,239,1.776302614420278
021143.jpg,121,112,168,234,0.9237020443386885
021144.jpg,122,106,197,228,1.6853818953308093
021145.jpg,129,110,178,220,1.5300563537033005
021146.jpg,102,114,237,264,0.18102902424365191
021148.jpg,112,111,190,259,2.07969658370483
021149.jpg,109,113,157,223,2.138747387187375
021151.jpg,94,105,166,208,2.6452734359855032
021152.jpg,118,125,231,268,0.9738285950083779
021153.jpg,104,118,170,216,1.652203968154493
021154.jpg,116,106,164,196,1.992713747761207
021155.jpg,116,34,99,248,1.5866919363932526
021156.jpg,120,113,225,249,1.3582216101622813
021158.jpg,117,115,211,230,1.809119283794725
021160.jpg,123,114,159,186,1.8103715021392803
021161.jpg,120,104,180,212,0.7992726334655158
021162.jpg,127,98,186,191,0.5254374220148896
021163.jpg,111,104,187,226,3.0184451553073304
021164.jpg,112,117,188,203,1.7409669941287795
021166.jpg,124,114,210,256,0.9790891371096115
021167.jpg,128,101,159,231,0.9065281839961218
021168.jpg,113,109,174,240,2.330072342008085
021171.jpg,112,117,131,268,1.4209924502135034
008607.jpg,115,121,201,209,0.9968169349589147
008610.jpg,104,110,154,173,2.4708539614485074
008611.jpg,115,107,204,240,1.924451070068078
008613.jpg,111,109,195,221,0.08501809717179548
008614.jpg,103,117,184,187,2.991799163336651
008615.jpg,103,117,143,179,2.4529687041997534
008616.jpg,125,101,168,242,1.260508099238402
008617.jpg,112,115,197,202,1.0664463469234724
008619.jpg,110,108,208,225,3.1244400319569197
008621.jpg,106,121,203,229,0.0643337868771516
008622.jpg,111,109,166,210,0.883806426470702
008623.jpg,110,122,200,225,0.8602973719480275
008624.jpg,113,115,184,212,0.7045732882633882
008625.jpg,120,116,170,215,2.213524156906838
008626.jpg,121,108,184,208,2.2422476808438874
008627.jpg,95,106,132,192,2.065242276888425
008628.jpg,110,109,164,187,2.974466512014089
008629.jpg,108,122,201,224,2.85759661705316
008630.jpg,118,112,209,229,0.482212586468195
008632.jpg,108,125,207,233,0.36195724784004435
008633.jpg,121,107,156,230,1.22250918469877
008636.jpg,113,96,194,217,1.0944768497658564
008638.jpg,103,101,98,192,0.9952395446452608
008639.jpg,111,123,196,232,2.3644486916749368
008640.jpg,49,80,86,105,2.9465443332490437
008641.jpg,111,114,191,218,1.9975377977597766
008642.jpg,120,104,159,191,1.4784161954280646
008643.jpg,123,108,200,231,0.35528489746593256
008644.jpg,105,109,129,197,2.2970928203329795
008804.jpg,101,102,230,250,2.456183938583806
008805.jpg,99,114,162,232,1.1045344773596222
008808.jpg,126,109,231,245,2.4918367413611326
008809.jpg,112,121,217,237,3.1188082451997294
008812.jpg,109,118,216,248,2.34784441491051
008813.jpg,99,102,156,201,1.9804396377711952
008814.jpg,119,113,184,199,1.3938520423864513
008815.jpg,130,106,216,228,0.9619548912882597
008816.jpg,108,112,264,270,2.4637305381647634
008817.jpg,110,118,193,245,0.32058114543256916
008818.jpg,11,107,43,143,0.025994337257882433
008819.jpg,118,101,200,253,2.118751441616679
008821.jpg,110,119,187,258,0.660142906270242
008822.jpg,112,100,207,238,1.7218626748910417
008823.jpg,104,115,148,219,0.007555418181176522
008824.jpg,106,104,197,216,1.300132207833255
008826.jpg,106,115,153,172,2.2263649875768183
008827.jpg,120,110,191,208,1.9718504106234718
008829.jpg,109,125,202,237,0.2179461294589802
008832.jpg,115,108,195,220,1.6465187850174465
008833.jpg,160,55,54,230,1.5644401602212046
008834.jpg,114,109,210,229,2.366458579349619
008835.jpg,115,107,172,208,1.4908281240044876
012396.jpg,113,109,170,235,0.898264128817497
012397.jpg,99,117,202,255,0.8469384232879721
012398.jpg,112,110,173,236,2.073718053373711
012400.jpg,103,114,174,212,1.5607358363029586
012401.jpg,122,113,192,201,1.9712919457428821
012404.jpg,104,115,180,235,1.972307542224584
012406.jpg,117,125,215,227,0.4735361075052577
012408.jpg,175,28,79,142,1.7735707437740749
012409.jpg,115,100,160,181,1.6798479797436794
012410.jpg,115,104,145,168,1.6270325684793912
012411.jpg,124,104,172,231,1.0348879545850607
012413.jpg,137,122,208,215,0.8311104579813041
012415.jpg,114,106,151,177,1.519735139740644
012416.jpg,120,111,136,208,1.281436417506735
012418.jpg,112,118,202,238,0.010172391111396999
003433.jpg,115,108,110,233,2.2359652838323907
003434.jpg,116,100,173,192,2.3424259473566353
003438.jpg,126,104,233,245,2.449261583962363
003440.jpg,116,103,122,193,1.1277895994723577
003441.jpg,110,103,69,159,0.264088774230236
003442.jpg,109,130,197,223,3.0704353861078566
003443.jpg,114,125,201,238,2.9761182045221557
003445.jpg,111,103,192,202,1.6389652612176548
003447.jpg,110,101,191,221,0.6903157224725127
003448.jpg,114,97,193,212,1.103436056568019
